attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,label
-0.16508063216300878,0.5906779801625794,-0.15934690159722006,0.43364638372856174,0.014036305335097088,0.2281617506772775,0.8464655247252588,0.04517485340124747,0.8355987727168297,0.18031629829527912,1.027524684083408,0.7450922298376181,0.8531140334781386,0.4877619491363962,0.6188028038537681,0.751216032856109,1.1632236399410802,-0.12790249515147245,0.41705169405662784,-0.11107741146972284,1
0.9720035260430087,0.935573460763701,0.47545498362619415,0.8978590599807783,0.07388885120141603,-0.14742942284345262,0.015492841831631382,0.4491432053582995,0.8312903045818354,0.8792566584285662,0.08420885762970765,0.3685259850538071,-0.04899150808295624,-0.12896401172009309,0.8255332789538026,1.0926258033204501,0.07555899202782007,0.9407402198894623,-0.06219481438545954,0.8554717312787663,1
0.42733962154896193,0.1906155230170084,0.5012922901544463,1.0647757389194221,0.45292196253922573,1.1747618758372886,1.0217651871996931,0.3300877381830362,-0.025823692569501844,0.10315818333895799,0.0838917614410189,0.5767404264320661,0.7253769194706452,0.35195264143464516,0.7625348904877869,1.0923139521535423,0.7139410467230987,0.8608234950088209,-0.17178531158863322,0.4654250077822338,1
-0.09860797314187446,0.01358574496539347,1.0184684786777907,0.5114619742991902,-0.06178896628131228,0.8735069148734733,0.8436469599023266,0.2752960279910194,0.7237943175831432,0.26001478648591403,0.4840413703900796,0.09294123172713226,0.5411903967964053,0.19205115831198627,0.5475547075693172,0.4046647278081112,0.869292485570712,0.7745323239119237,0.931895315542344,0.8816856938861699,1
0.27355723604601334,0.08144629633203598,0.4469221542490854,-0.07449443351649737,0.9090904989556503,0.4749446864085471,0.8667265703037572,0.28540190696577783,0.08454181506422709,-0.09966248696202988,-0.01822730894931801,0.5257397482030215,-0.10609742830897177,0.14165525218579328,0.4587315479686663,0.13345284458027024,0.3015028317642204,0.01764966190830064,0.3644384846141144,1.0856391419246847,1
0.9013570417734242,0.20847500548806613,0.24024234557512075,0.8793707490783191,0.9634431445959213,0.9258766501005666,0.7252175540711872,0.6576837490910601,0.24217179597591887,1.0519130103078167,0.8044154484610513,-0.024140678021336154,1.1889857923314113,-0.05817124479080457,0.11642741558833059,0.6387289201645978,-0.014849439288236788,0.502784501086893,1.0225733897982325,0.35334144282659347,1
0.2931655709385169,0.7815428480512339,0.30477252141985095,0.5433322640604508,0.22742918836283627,-0.11031644988902568,1.013735438318978,0.184379265644868,0.16767789560860896,-0.195881228417932,0.9432734071090116,0.24049490181814537,0.22661708617791287,0.5701686781368613,0.4572092267416153,0.18917038083476206,-0.09852828955261185,0.24017370626107748,0.8652787782588673,1.1022782381363292,1
1.0279792544479889,0.4832782464789736,0.9204822763970402,0.2933314270273952,1.06057099869401,0.5862310381122771,0.6991307948450372,0.8568021727058981,0.7072960507615507,0.179043072813393,0.559399445586197,0.676821397683355,0.184741408049043,0.25981501293697074,1.168516668644959,0.6872001572668758,0.8283455277102048,0.6031894858065199,0.7600295530250267,0.9589036305496539,1
0.28908351878499194,0.5976017175098449,1.0402265266051123,0.44894114021671655,0.7205265514333996,0.07012418844971413,0.14536031821067713,-0.04357255580169861,-0.1870808519081165,0.24317056770007195,0.9029676421692658,0.4513666364785453,-0.0859798506517839,0.4817657208848856,0.10294761650388112,-0.1807953181494264,0.6380196682121728,1.1436069586920963,0.6195468865997378,0.9148079446733892,1
0.25132569625530915,1.1435230078113603,1.1648052732738081,0.1556513438585843,1.1729493531341726,0.24758471270713722,1.1722542559199742,0.060597087236384906,0.8165320985930795,0.10169103228803683,0.06816406659258811,0.021950004927952876,0.057286653977665636,1.0030277920310608,0.9244692920778208,0.490892499865304,0.7606479090890763,-0.020442047059138158,0.20533561381341747,0.7055239148414594,1
