attr1,attr2,attr3,attr4,attr5,label
-0.18161598653556155,0.005638397437446041,0.6356854419155469,0.8846095125101219,-0.0040648876436680526,1
0.8797221534332276,0.8304359099448642,0.7332805940205052,0.8674440340498819,0.9413070056416171,1
-0.13195317616940222,0.1100598674794509,0.9092963828845373,0.42524510097183593,0.2205966124295553,1
1.179538781436501,0.6811677196519406,-0.07596959958512259,0.37280991593750107,0.9719687631118141,1
0.0884563169550987,0.06808066831890575,0.09106310550017832,1.0493528887053736,0.21561085696377968,1
0.5800633273769824,0.856814001176144,0.7951686310492156,0.643935991287212,0.9372310921573586,1
0.7922146413776088,0.5007725093324626,0.25558790228703715,-0.15188021960241205,1.1042684293151745,1
-0.03876227985009423,0.03906223553318175,0.34241476964865786,0.044598471707554904,0.5612986167708802,1
0.06475811242587642,-0.19446718515084738,-0.17962401526444036,0.03310066825248317,-0.1526266194202671,1
0.46050710328061056,0.34899041296811145,1.0300463718878048,0.9128406647757665,1.0760959859150245,1
1.184489091246089,0.8426844027840421,0.19862064845701888,-0.07362640079543553,1.1933713670247938,1
0.6171197837157905,0.7362556554240833,0.5463137920601866,0.46533412459393425,0.6802299461200885,1
-0.09690122610696461,0.9643649030391495,0.11602541592713245,0.48872829919203126,0.008642400205970069,1
0.9060795043324141,0.27536322539791264,0.0489910149266333,0.517378630133768,0.31816890506217727,1
0.18006637777714468,-0.031266853209949985,0.6213174873983724,1.1334487320902455,-0.1821153265341443,1
1.133641821951528,-0.1609017109580308,0.2296772764681509,0.7666423090423857,0.8331023791828029,1
-0.13616939663744715,0.04865044631652027,0.24878672572782523,0.6123020448061998,0.9322931647688493,1
0.895341640402296,1.1529811692778202,0.5567499576288659,0.863871614042274,0.17413281858088292,1
0.6494936949590724,0.9254129587284208,0.1679956096216329,1.1830302824258319,-0.1943495838473115,1
0.6751560910865726,0.417642887151594,0.46079952399981366,1.143871176825512,1.0711978853330872,1
0.5939436450799618,0.745095704576888,0.22899284860730873,0.10266436611860424,-0.17719763044774312,1
1.0450404752773133,1.1970170077018216,-0.13161967183151874,0.22971073715242357,0.7964114941450942,1
-0.0443561188805012,0.9322639651077962,0.351041176780637,0.27643214766033164,0.8254661050239631,1
0.18408902957614676,0.4972979590031065,0.932293908052688,0.35138299353832386,0.9972167567790029,1
0.5665971581899341,0.09224018481505086,-0.14896793671788183,0.22537198860102603,0.14796833893495448,1
1.0242129514617615,0.5521815271748063,0.8585604951602466,0.9704141477435322,0.47560412855830075,1
