attr1,attr2,attr3,attr4,attr5,label
0.3281962744328199,0.5380233985179321,0.5805506746647526,0.23770571143653324,0.977040065070665,1
0.09893349452466216,0.8682129474980005,0.45198603673296317,0.6058263427157558,-0.08236742702673083,1
0.2032429198345162,1.1457371509946659,0.3411025684857833,0.43978246380541247,-0.19102358336202166,1
0.8627281751166009,0.38777992361749464,0.8943449796914851,0.6923597131427055,0.73854403601634,1
0.4036968421376957,0.018893135952561313,1.1476821303403753,1.1112998981116977,0.6525261844013337,1
-0.09651525467198074,0.16137540593881256,0.21082886686495905,0.3526936977244281,0.6538438346982696,1
0.7337977446820023,-0.1185899262015019,0.12732784569680994,1.0155602492727174,0.8652473676583645,1
0.8713719531485764,0.5659484266869563,0.8706612106455407,0.20116481947978976,0.1396170584172426,1
0.1718950434776536,0.5175621388630554,-0.18591823744017222,-0.10143999913108132,-0.10273171840630299,1
0.6705304552006894,1.0519757756211885,0.2897133583597303,1.0753689912121982,0.8418167039162767,1
0.871393916207726,0.016062043216283184,0.17615814724265438,0.5088354064329921,0.20476324704536897,1
0.1764342087168806,0.7609191471920014,0.16457987934592105,0.6291485443742484,-0.11445199399760268,1
1.076879002715776,-0.1924836591895528,1.1857825224335676,0.7416459911507591,0.9413753283489306,1
0.7318009755143835,0.9613504972020335,-0.19461668629706774,0.868245668757319,0.8431335345275164,1
0.3559721013071087,-0.015365431046510863,-0.16715776598855672,0.8193700298300706,0.7822565373580326,1
0.6062025684661068,1.0050733016278364,0.3068648218168701,0.07170972290664063,0.45930556203273737,1
0.27193808509903206,0.8418749110399408,0.5023356082539487,1.0379044888531872,0.47254778770245515,1
0.8798291317771796,0.5630187418269772,0.024288914554318752,0.8967054256724865,0.6401831224324923,1
0.7083119125458357,0.34740486175877167,1.1124497555061679,0.7074333783700049,0.8442019806900363,1
0.6953577046161776,0.06177427223109505,-0.19405051990049146,0.15612188926975845,0.5073205793944926,1
0.7718771532728177,0.5307745977270961,0.9259898085192348,-0.16129431057566648,-0.17094512149187757,1
0.6477400827833193,1.1754196224382705,0.688353737600097,1.160572963797663,0.8832374475903066,1
0.3330463669201979,0.39684805278093743,1.0307550900514326,0.16337799182484553,0.05083874191825921,1
1.1810178628195964,1.1758989129816317,0.41610014387238864,0.42412387433014936,0.19151347205382563,1
0.6738194892282143,-0.13050692425904326,0.3591148668674365,0.016331656098656305,0.8151560195300331,1
0.7119172601825783,0.27231104222972086,0.31054241625494877,0.5133704205541978,0.15068740928537938,1
-0.11435450622595401,0.1333502069605585,0.45515899328434156,0.8833495600882646,0.6668983113631495,1
0.9767829367484386,1.0109971239728337,0.9059191383866625,0.7612008322945818,0.24163567352985088,1
0.8471763840868674,0.8316107001833002,0.667938488385772,-0.13981162741469425,0.4537059963010545,1
0.2230554714220604,0.021761995934711093,0.6969619898344566,0.8304319418873278,0.40451148095733497,1
0.3914492021440386,0.6419430843906209,1.0669014765680516,0.6568373209327245,0.6481803690737482,1
0.15753563148779487,-0.08952360268355705,0.6181978074396117,0.6811430267136906,-0.15775454862036611,1
0.6917025202205105,0.18819153497441632,0.8529724668519822,1.1884201858253063,0.6389262423987481,1
0.7865423877477917,1.0660365366121745,0.7942206952533173,0.3234306155054097,0.5884811775749341,1
0.6249460510361924,0.24578770292777746,0.7349993850833367,0.943451767107613,0.5212358825067851,1
-0.09993748186895292,0.5934496110726686,1.075995587939352,0.9008371643690982,0.35094243267939,1
1.1545493879391608,0.9043934049696876,-0.1874436395984242,0.12955850712894978,-0.10568313687726236,1
0.6722894628078384,0.34978550200931363,0.5965112076865071,1.0971124068679567,-0.17421389159928147,1
0.17136233346363644,0.7994372763164188,0.6552715865274337,0.5317454871169391,0.7172845132039871,1
0.5806112566662758,0.9628764353905854,0.14743944660088398,0.9603626314721112,0.5505408137120427,1
0.1829707752654121,0.19909647353761772,0.4957537503124842,0.24114274521930973,0.8764254242546523,1
-0.1629376434445191,0.6928286649709507,0.476376640709997,-0.06397550696689319,1.1256925398202557,1
0.20024309239808896,0.9159650918572426,0.8044947255547052,0.5320730486398657,0.27911000519181706,1
0.7303058752978571,0.4643713796924029,0.23310471658637127,-0.1426686125075026,1.087664976225972,1
0.7688261792860951,0.9310697867751752,0.0343895205806615,0.1883045125999901,1.0946817727923892,1
-0.11095826040981698,0.38642775599042795,0.9263605614142705,0.1947661113848268,0.5055272675060785,1
0.28207306290479217,0.7968483488522804,-0.19983835570673958,1.0584157701948664,-0.18895550422042764,1
