attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,label
0.5607314841083593,0.276314124768681,0.45968728325689384,-0.10608793537064842,0.03314115339549764,0.9419275630956185,-0.19871148057687002,1.1002903551235326,0.7200196836898485,0.07118991072430708,1
0.1076925904217168,0.1503322108631771,0.7204413645072307,0.24148833560463062,0.4435855560304474,0.7798789691245502,0.4759759406873458,0.6984504956405386,-0.028757346635289782,0.9982028933585927,1
1.1212520957218168,0.6540522245782532,0.6334676223373632,0.13947549554849675,1.1246223912907019,0.1071158209606265,0.3410994587696467,0.7024276849655025,0.531664309310363,0.9604500227253321,1
0.839410610243845,0.7846457656964996,0.132508168081516,0.869624974238796,0.09241931343993576,1.1087531322084552,0.576527381185099,0.4409203788190505,1.136566033304665,0.5157348962302768,1
0.017245356108404775,0.1290370495927916,0.49386302967153334,0.24058322546171995,-0.09234269359938423,0.8375208486888621,-0.06681331304549329,0.7558112769040715,0.7202335413957162,0.3548941975275485,1
4.030570047186821E-4,-0.02514576382345088,1.1208394249641072,-0.030628954140629133,-0.12476586376798823,0.17873316683222656,0.06624904480701038,-0.103051403214339,0.3898366371402269,0.06848934726651468,1
0.2535710633322583,0.30793216834934783,1.019624721467385,0.9809662079438555,0.6622653343824016,0.9164218880670074,0.459113341718777,1.02315417807765,1.131017964010276,-0.13774345949561684,1
-0.04823536096810374,0.4119290245516844,1.162534819165364,-0.19246920434757833,0.45330505537826643,0.7902250801340152,0.2927320683911098,-0.15780707462282545,0.8067644530513094,0.7694652160632476,1
0.2534292149240882,-0.10899202479599743,0.03727371779764879,1.1602748012230943,0.03255361907786383,-0.014214226727250867,0.7110328498552754,-0.056872790758232344,1.0839215485715368,0.12550036592548947,1
0.1500903159538029,0.15519075079668482,-0.08322244802008767,1.1712849647998793,0.23652619327316643,0.013269650631698465,1.1173229732250451,0.28735918817646644,1.0052723522852318,-0.023314495958805137,1
0.40153126663904953,0.329939292802583,0.7878156452499712,0.6133544539079652,0.4604166911521063,0.20274685617822436,-0.07986797745511928,-0.017327387647329023,0.9739615396953358,0.05552298689090185,1
0.4624656753192438,0.40392727792054056,1.1501780285310315,0.15040132044266108,0.8154425470532685,0.045418721210559815,0.2601024061532292,1.1370286535905656,1.1275965244459296,0.6424596949807169,1
1.160580573901066,0.7964683344102783,1.1258397530744197,1.154710911708956,0.2881275739472533,0.9236300936871642,1.1593928796627495,0.38231937765021046,1.0603368031384321,0.07219696567512718,1
0.6833876360210287,-0.11879882893626975,0.9467572619117552,-0.1435778138768739,-0.15503770876732967,1.004464734635031,0.31077762058823094,0.7783666096620916,1.064403629608824,-0.16431727331391233,1
1.1140931214398122,0.24237870823658736,0.11470340671975515,-0.0766510118006254,0.09533622274125864,1.1508874811491658,0.8630866287736334,1.0670680127287302,0.385632042012691,-0.10577796278194235,1
0.5784763798908568,0.8184498069916168,1.1672859047213169,0.14320326707437198,1.180002953445828,0.5155900290245199,0.9363780422349652,-0.005329823912533976,0.6969575089550595,0.7005967332094851,1
0.7883489990337704,1.0777014309114783,0.4857023292477443,0.18448765864527078,0.6469068478756146,0.5916032364980484,0.7829110460824571,-0.015939218612126604,-0.14646247880939414,0.8079977713857087,1
0.043436087256223554,0.0839081207147433,0.011579556205673275,0.8094515901170498,-0.047200520286438896,0.4612685652735535,0.1504835555136564,0.642162133516087,0.4889250209073321,0.7623488720481344,1
1.194589221254242,0.14292763944522663,0.5069452945873842,1.0155616740781215,0.6755007587905879,0.23197914425838678,-0.015238470838393886,0.3229407248816792,0.451503954596525,1.1550315248912841,1
0.9480824369523415,0.8960009070262756,0.7251490914541476,-0.1693876249261964,0.4036314717133887,0.04893322354480936,-0.022838073682743237,1.1750994585773034,0.3376604198952055,0.4849638505041785,1
0.9545746407168845,0.9309502154125542,0.09014741354932365,0.2634367963604745,0.5324331375583014,0.43805094773574066,0.30168185373528394,0.425341124184958,0.43929570053216477,0.40997843974878706,1
1.1716787912436792,-0.1806952704244318,0.33905965370946983,-0.11795544067355106,0.31783634816251566,0.21582526986464162,0.24018182401762433,1.083627199348868,0.8494600033375435,0.42065786423220825,1
1.0452977233062537,1.0635781196842515,0.4286540479606968,0.3412937375437896,0.09706067520985712,0.42830491498632456,0.7028485404591072,-0.0069912368179721185,1.175095621087192,1.1903589021978331,1
0.11149396206941292,0.05449450574328485,0.22157754517829364,1.1847372793428232,0.20306310651744114,1.1792480732746433,0.8881121290519327,1.0722429082386973,0.29742249469813076,0.13477892834182587,1
0.3608497794719016,0.34323079684648533,-0.017482400794676167,0.654944440567691,0.23312728793115373,0.7302266480047834,0.9551505881082671,0.7532095609724438,0.3416820110028917,0.4167707001643199,1
-0.15753415394463072,-0.06173669249500169,0.10667779281869733,0.495070510268344,0.3670595437155833,0.2972095696049548,-0.1082989707940602,0.2774804306349505,0.47664339349537727,0.15646276087211747,1
0.25194018550341146,0.5896540256406646,1.1280473134571907,0.6615860684197985,0.073821356838006,1.0033635847613263,1.0670563578602217,0.8757215520979857,0.12463353859512655,0.6108495046022862,1
0.9500552243468097,0.5823106690404767,0.42410891198405215,0.34689095077475035,0.2675257728960762,0.3195851454372198,0.2439130478813114,0.5465972381606543,-0.07864709629186041,-0.11588274808834488,1
1.1989542894398317,1.0004204657118103,0.9884943774561692,0.8056927602083266,0.9688622269851948,-0.11866295945992449,0.07241360673107039,0.895191520375529,0.025302076504669896,0.11853778322716413,1
0.7756101667974558,1.1542823298246392,1.1367104544970237,0.3724271578190403,0.825727885568281,-0.12922728209037704,0.48702339936537636,1.0916445320863208,0.2834832660648831,0.7942429014361312,1
-0.19278116139949156,0.9181690275366239,0.32485129836022103,0.31779433400810103,0.5591986209615991,0.7213895819822438,0.4773752420367719,0.4600990541471313,0.44056750233349645,0.12898838990824746,1
-0.024488374826391934,0.7745365220980713,0.6631697845752103,-0.17736246279870477,-0.016949627854110416,0.7455209466376842,1.176436264174267,0.334184084905266,0.19261425422788492,0.07338050290065434,1
0.10968164501481786,1.0819617032717703,0.8534385477103912,1.157565246161315,1.0897049412622484,1.1413678790597717,1.0339356565310773,0.6860903413933035,1.1706831796388777,0.43461509180121666,1
1.070588926082513,0.9417074011918831,0.9703791307324034,0.5811826203947799,0.1772449191105478,0.25124621455808477,0.967997075580131,0.7758302149758645,0.9832498862194916,0.9620543349069302,1
0.7207504064997334,1.129127430788989,0.9792045346495266,0.2225976931191142,-0.1811901819193305,0.43126033805951586,0.7801211224218672,0.164940811300817,0.3217286864923699,1.064741909059847,1
0.7662123939630361,0.9625077536886071,0.8228792524139221,-0.1675726955455439,0.6999560050256435,0.4706448930584813,-0.15553639643816694,0.40135879566842264,1.056266453197954,1.0967177885262658,1
0.7256906371562484,0.30123303597307366,0.2965300738883005,0.0024801769946439234,0.6368752049284543,0.43215232897740946,0.09560178062746233,0.5956887829281619,-0.06941665225756347,0.902711489481598,1
-0.13160891330376256,0.7367100851395079,0.81329559056631,1.1751664809441595,1.0306933152140694,0.5225560507027378,0.046828678700018084,-0.051172095803861395,0.06584892347001248,0.12556153117521057,1
0.10474595957374,0.7064566185154644,0.6657369169405638,0.6427483695392411,0.02232192249407597,0.5342183877054798,1.0426559435157459,0.6332290615412965,1.0725708806390786,0.35227110809245504,1
0.6663076450322982,0.41078982351705357,-0.07519866581967627,0.6519691369260339,0.020677475480708557,1.0885192928855947,1.176054595129037,0.9913654514411243,0.6293873042461036,1.10563143394953,1
-0.10611613908707807,0.07309942673083175,-0.12674566264154496,1.1876898858787868,0.5153046235291936,1.0335120537584888,0.6106684376627614,0.16042083662645906,0.7140186881359165,0.5010275399532342,1
1.1530648526053628,0.8717067178542477,0.9239748126088299,0.5303582458165308,0.8031785431721963,0.0658553873320713,1.018574890879177,0.8662387431678455,-0.05690214341992772,0.5454261346253269,1
1.1605281499816131,-0.12290542850814398,0.5231800925452748,0.22201822270950639,0.4018897177975624,0.25307800662570107,0.8567051047512837,0.59797930787914,0.8773332045008204,0.29358470685155386,1
