attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,label
0.7176793005109317,0.5905280141124847,0.6917553617426542,0.7686865821024595,0.8872535121824792,0.021718202200782438,0.43889747881518476,0.969211507442109,-0.14292330255845853,1.0980620392774163,0.7159458190081411,1.0888527160695498,0.22990748085671753,0.49825203737126317,-0.18724201174283608,1
-0.016353040697622168,-0.11002706371985162,0.27405320633399816,0.5043811791281352,0.9710281550509581,1.0043942778434332,0.6549113975871554,0.5056280968748437,1.0647017039838322,0.8629339942521719,0.7854515298790061,0.7395832154289796,0.2482798867051964,0.1379143512428853,0.7965505441581868,1
0.6003932181562508,1.1427975436669815,0.7752885040864961,0.31209260574305026,-0.09240407848283635,0.37897512684557905,0.374514091498757,0.4471831980426397,0.8058841764638252,0.13714663369272884,0.45052566519293785,0.7955546073132209,0.1787825703396087,0.7465873436582655,1.011383171387868,1
0.05465262968919615,0.36377206584645844,1.1224039856695183,0.5596951003605635,-0.15034155072348246,1.0531937124164987,0.9778217368943307,0.2354871666717569,-0.07360630643086066,0.4591179455487801,0.46447119761450956,0.7952906395818238,0.621489635522614,0.18753151885399055,0.2612582938088539,1
0.395468963749578,0.4008268135835959,0.7245264617394231,-0.03287212613677673,-0.03548974327956439,0.2782959473832026,1.0744795115546038,-0.12119033648249161,1.1402578669770256,0.3077337951771065,0.6981996125599776,0.6996102106869528,1.0299360439789873,1.0536299535063227,1.1882973195778368,1
0.5626478176922634,0.33467436460342287,1.0671055633150524,-0.09792467395191515,0.5770129668262332,0.5175840167723362,0.3239602916958823,0.7837001723289754,0.8431038230538668,-0.14627633601088097,1.1379987887903116,0.47402749096183766,1.0250723416181036,0.890930213625734,0.6576871955630106,1
1.1006574849762336,0.16178232569652123,0.04485432546852888,0.5004242211024108,0.7496324362054925,0.14140945424161122,0.5872125606107208,0.3144248844433925,0.7350302736047412,0.34741648874617753,0.541687793155204,0.4404672542384505,0.6438707329899298,1.188020263445349,0.6113928517547362,1
0.12249506373286706,0.8713949132319359,1.1496255949149936,0.5929570450697041,0.32476757133616035,0.05578315770022063,0.7060607963155672,0.3383926040294764,1.1724204655558836,-0.032085368648655854,0.0764528854648257,0.40473922989950456,0.3399785555485338,0.6375718003634563,1.0284242481404964,1
0.2147774047093342,0.2147319587708738,0.6261431994332525,0.8861094070735056,0.1864245576659294,0.43834387348379117,0.1750254021699006,0.14122073908766752,0.5072827943701681,0.6902844761000708,0.3046626525707386,1.0740666750395804,0.6483058703481714,0.9441482880809069,0.9122039287123065,1
1.1205066342793104,0.8184132561339681,0.2476875921788972,1.1754464838511638,1.1677281062688392,-0.06794992752248599,0.07619572333627733,0.9712145551338573,0.5822866395790358,0.8707491461400167,0.6732471414575891,-0.19107230049522672,0.9238064537825001,0.10363957250380368,1.1542174512588914,1
0.30306569267158995,1.1989009069872292,0.03567870127268205,0.3295288180481984,-0.10992023404756457,0.7527298830980056,-0.021780329349772726,0.2735299865714305,-0.16097203989806638,-0.04600941149205612,0.13866923485461202,0.6625789537189646,1.058367144880614,0.7015303838188365,0.971478971582564,1
-0.08967735701600639,0.9332909956335957,0.7172040110421096,1.114706609706334,0.1592005435800556,0.3030407395152375,0.07825574039218952,-0.021849517827288778,0.5683809619665425,-0.1743035850182542,0.36734048166475625,0.8478278728291198,0.05360789885806594,0.45665626341766047,-0.05295110837653477,1
1.1266527323821047,0.45549803882540413,1.197789537176618,0.03272830977387786,0.8226993759274832,-0.06088738283065567,-0.11263033291393244,0.42540325842434706,0.05690599544482072,-0.17756789325443173,0.3281108536463406,0.8416305594211875,0.9693735616910082,0.4618948750532323,0.8297459564103351,1
0.08141255118252888,-0.05557579279151387,0.6970903686799539,0.8882346405790196,0.3625588939509869,1.063712932227739,0.5004284540820256,0.6144118902400013,0.721131602886188,0.1816853274774688,-0.008284999831479317,-0.11196791713131875,0.9203777337496322,0.4115149699866752,0.8306425870515817,1
0.8450741277919067,0.7446444764991431,0.8087400004352023,0.028444617385494614,0.8220349753495215,0.8853156074753281,-0.15486773177573854,1.14498547579522,1.1409324710722966,0.3895215626165029,0.7228090716003268,-0.19400386774458073,0.8164975420893414,0.7096790672551307,0.94246074870318,1
0.5523088165920831,-0.13643482917990496,0.09774670663637924,0.005484769423880348,0.7898283576870562,1.013324376687146,0.5970946411885065,0.20656323293527562,0.9196490643748423,0.09965341837305686,-0.012155304752944546,0.18380536115880403,0.5217803788371191,0.933066529414116,0.9156200145798339,1
0.9605339582672685,0.5283835276610822,0.5806843602678642,0.32495327832182924,0.8327864405981507,-0.17148959576143255,0.17630202972519737,1.0076164568976578,0.2272128642108276,0.7924673778719475,0.9681920023037247,0.23363341321574366,0.06807097348818841,0.45173624689369346,0.10281854457828127,1
0.5116331387420896,0.36009976897652335,0.9464477480256963,-0.08204972738762455,0.20851082478487443,1.003247177881398,0.5662152579137569,0.14579003055922163,0.25369278892342345,0.953438906059886,1.0816080161285635,-0.0506740172420963,-0.09637162763123408,0.6902538252878341,0.678560635094392,1
0.16132828113087644,0.3394892972719418,0.20346131812394747,0.031285581281438574,-0.1911460551504136,0.019057801094798404,0.6323547795688027,-0.017232050367610108,-0.022407416983693557,0.35042814313947684,1.1138951589286612,0.3165063408724513,-0.12617267650711234,0.3349988954045226,0.7023420442925321,1
1.003553736933213,0.7463857945559713,1.1821724273425271,0.5700362913217158,0.6964291855147198,0.35248924393332864,-0.08118696612373504,0.7364729768906673,1.0355684845472217,1.182932533710524,0.3094609089300188,0.4277056556003384,0.2853369303260484,0.9195372702060263,0.09697853726951328,1
0.8048585129570747,0.6331636380391827,0.11925202157988446,-0.0033636883199529843,0.1930172196514236,-0.07113751627594683,0.09981895259259538,0.8243159326594385,0.17083641162703778,0.6564657799178641,0.7985252896328663,-0.1348512947881446,1.1413318526434881,0.8328505625885458,-0.06026035948218891,1
0.5006303742475828,-0.08428654258568681,0.6384881948750851,1.1243525890401107,1.1969597762186568,1.1473624816011097,0.031675083640159,1.1141076266150265,1.1934205905434656,1.019982967569774,0.3007710026576172,0.1846051828325948,-0.009843615713157283,0.3531688786646571,0.9051841889046643,1
0.9203105779299665,0.8834212973965092,-0.18146265857814103,0.58419957522247,0.4365975659009396,0.7177571144283159,0.7227912419538078,0.5965363241598713,-0.032099830533649565,0.5393925407651623,0.7344730209964945,0.11701471333188612,-0.12442690283075286,1.057611605850743,0.8189339849055182,1
0.9680567318207085,0.9312940974081696,0.2953184529773702,0.693329264115222,1.0839267781562612,0.6464465823578689,0.37490723931480113,-0.15191049230780596,0.8269492688283138,0.11281046782386894,-0.12936877734819058,-0.19934879170085185,-0.12058170530569767,0.39726072140764795,1.0705258943001037,1
-0.18346715491006704,0.4761032428087179,0.7666410003402937,0.5025277964360397,0.5744548105815925,0.8185176416519027,1.1379455548236617,0.7987861520068011,0.3953214916429955,1.031253200537355,0.351765699053372,-0.19463138856553705,0.14733704812638265,0.9828036866725804,0.7911498206729097,1
1.0629634804459802,0.8851384142100178,-0.05252199770111951,-0.17241432904004483,0.551300096951949,0.9930109075338776,0.6163297738056388,0.12184448401975706,0.25673081991368796,0.098681435937162,0.4367173142062583,0.8061360327872817,0.37519435451595734,0.12646444590940825,0.06884570605069795,1
0.5579631207836635,0.1634847104281671,1.1730821637284816,0.8905230417743359,0.10827271239591957,-0.09590908257690778,1.0215323515128094,-0.153857922856517,1.1372368838081683,0.8315469396937558,0.7507112312239739,0.6691791870408927,0.5116261609348407,0.7390603650387746,0.9339497384794022,1
