attr1,attr2,label
0.9913997359134497,-0.10474315130759634,1
0.15039361171895843,0.9087518684327085,1
0.7399460212187741,0.5996498725757715,1
-0.03828252351661618,0.04776942375942958,1
0.27264098750387156,0.009813087651738467,1
0.6858681344318611,0.138836878218138,1
1.1666611484624794,0.05848871809487666,1
0.460494145815255,-0.020910085242585807,1
0.38353434113061396,0.38066179224568913,1
0.5588473812013266,-0.009829874179670905,1
1.195497550787081,0.7678418015346409,1
0.41253526631574683,0.28255105545325526,1
1.064840109450783,0.5663250669326609,1
0.09544672874064708,0.9843058817716732,1
-0.04345519967467654,-0.18138014495684296,1
0.4803755169076343,-0.14051311867792793,1
0.5659983512780487,0.606461417038648,1
0.33028983212867574,1.001683197184749,1
0.7821685781714058,0.037719812895929516,1
0.6016434029835811,-0.1460424069569482,1
0.6323884507125968,0.07841259229677278,1
0.33692048341206365,1.1011476255474708,1
0.5075122135079702,0.04279133187091913,1
0.2573784130732433,1.1211315619484863,1
0.8573908711772213,0.8750664627957048,1
0.8351271283285913,0.24034803174495029,1
0.009728368613602045,0.9821504061382691,1
-0.11247495758807888,0.28046961921693664,1
0.5846109347490873,0.36894385974595006,1
0.1963889412868341,0.6650552298333792,1
0.6957159742920469,-0.03257617261214504,1
0.5973829713306413,0.7223375301357124,1
0.10198080153490047,0.2312005695193743,1
0.4535442365900117,-0.062002552209793116,1
0.5258230448477148,0.9987302166190957,1
0.11960743547202451,1.0894037360946416,1
0.23303754583493513,-0.18519664689568593,1
0.4599343346424026,0.503002119201182,1
0.0021267447281312912,0.975503364263101,1
0.7607662258437218,0.015655087996734623,1
0.39198085176116954,1.0349438043660597,1
0.18720688420569637,0.3722059620256864,1
0.10284953607838226,0.08233385542472493,1
-0.19276830202605588,0.5143038232236363,1
0.0849363510356641,0.9995341677464684,1
0.6144204529705548,0.21870284212846536,1
0.5254638700984078,0.0574105188616012,1
0.6257318710771875,0.2736079925625542,1
0.9771886185057295,0.5616293810246906,1
-0.0510882304494735,-0.17569834648820765,1
0.7289019226754083,0.24244186496479384,0
0.688159278417935,0.24109842782727356,0
0.7561019566696853,0.2326685341884489,0
0.7210325864053815,0.2712943687268333,0
0.7322155180227045,0.250300548699641,0
0.726931468188098,0.21681896133559445,0
0.7168680629684293,0.2531525375128028,0
0.7305686629809044,0.2744063088412866,0
0.7259516407335465,0.2537338243835181,0
0.7447896061472149,0.24384619461720083,0
0.7561317516186418,0.23627048501387557,0
0.719558336236047,0.2336453191915651,0
0.7486696170010962,0.21786410554177849,0
0.7188478579172923,0.2589125224604864,0
0.7368076754449588,0.23553630034053813,0
0.7687520385959528,0.26612825209421553,0
0.7106078141698963,0.2362366767416953,0
0.7420850385678587,0.192916682922034,0
0.729610055503002,0.2862259011557669,0
0.7325687527824304,0.24710343983706803,0
0.7389095558674026,0.24205705376462536,0
0.7653658439815074,0.2574527989929837,0
0.7603011812928352,0.2638522608337251,0
0.8018106553938067,0.27328316742922837,0
