attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,label
0.342868681782907,0.3281067577311088,0.2492213630671639,0.36541743809793,0.2633444123428678,0.2315465889247173,0.3051383427289239,0.2810940976681545,0.3411650999945516,0.2790839019495,1
0.2509073894412574,0.2332078421855669,0.2828507447097568,0.3202671621385835,0.3355129606402042,0.2036954672237828,0.2773385756925111,0.3648947965707663,0.3069305461172359,0.2928641511291288,1
0.3079562733273233,0.3743020807178185,0.2980770034640838,0.3212951599661553,0.3460283829637895,0.3522812399490711,0.3051040287530605,0.3449967942811322,0.4146985312189926,0.3307805758883685,1
0.7089139387661055,0.8225237293925445,0.7579825603209337,0.6924713462319876,0.7035976011732936,0.7851986957284655,0.6769711950726678,0.782714859433583,0.6938637243737849,0.7054690267324067,2
0.3790546529948123,0.3538109366024751,0.3288478417904803,0.267096845320899,0.4323094632652875,0.2291521684742001,0.3380808227004096,0.320093787697292,0.3423990345206762,0.2365859266530967,1
0.3143149264324127,0.2763347017955192,0.3451068407314006,0.3322199015512723,0.401067198437833,0.3442646811275307,0.2762377532173114,0.2133218085699702,0.3133207436975308,0.187299414583363,1
0.1728396356112411,0.3653918505582337,0.3942645748746188,0.3201268450725013,0.2360824703221146,0.277968228765533,0.3824511013961778,0.2986020736030735,0.2942033176143678,0.3139922933792652,1
0.7139092171708787,0.7284747030500777,0.7622485221282196,0.7577679440996431,0.8264213772313329,0.7782929921489996,0.7787228809586771,0.7318781136005976,0.8680171633019391,0.6477753896058437,2
0.7988580362049473,0.679865458422595,0.6522519286343352,0.6314116445995865,0.7637642398376916,0.6841186200924869,0.7551461740425738,0.7488649728315863,0.6868248800564326,0.8100233038162423,2
0.8663908821898543,0.7061658382593495,0.725126674080464,0.6669794007924049,0.6751077330396553,0.7227226569511184,0.7059671616551585,0.70616400543417,0.734259069522323,0.7790963632546187,2
0.7688494778803132,0.8551806459802405,0.6877779451241328,0.6673676344864803,0.7236805068864998,0.7615303701089758,0.7341011161454366,0.7715957216936399,0.7292303734193372,0.7504370906488544,2
0.3884717138515435,0.2772104110424498,0.3636292920935556,0.2823172655817,0.2563038061830395,0.3299331188023038,0.3388384760129387,0.2904331101057052,0.3443348855585637,0.2251791247993138,1
0.3058821868961221,0.3105967455114547,0.2503201334235045,0.3205781859609965,0.3094397253686327,0.2881462708768446,0.2521711869277155,0.3132824134409773,0.2691452932740531,0.2626520371511218,1
0.8762874677903321,0.8100692343589455,0.7761060454587453,0.7871925142185052,0.7814184737883219,0.7808205051034267,0.6298243264629483,0.7206012873858114,0.7263695514866095,0.7359057864525574,2
0.2760841276791544,0.2585500135019298,0.3777660626130788,0.3071887065501483,0.3123957946217509,0.232708028417589,0.302949732467507,0.3183583524299828,0.3890196807270437,0.2540310790815667,1
0.2616268709080183,0.2734523571683042,0.202494180352721,0.3211139850059291,0.3704287818153244,0.3303992919560672,0.2617803221967691,0.2236100522070959,0.3196297453181279,0.3670726701872839,1
0.6742262225295415,0.7282963353631023,0.7043349599317261,0.7139019687111393,0.6803485087865393,0.7342635598501092,0.6930814006537329,0.7275416350980465,0.7421691265052465,0.7633743237082191,2
0.7151443119937614,0.7190554803705366,0.7615036197563881,0.7383446160927669,0.8005350998976452,0.6770173571682938,0.7566504810414701,0.6994528311457447,0.6734433052034738,0.7215788387303708,2
0.7298097606383313,0.7337341800589113,0.7040743125868684,0.7609440371720265,0.6769409506152545,0.632759232464017,0.7225418761176633,0.7957856109173881,0.7509381460100153,0.7232759700983343,2
0.7298229294578015,0.6667806471012722,0.6640250278687494,0.6959388084734573,0.7745397997881708,0.7991141754890241,0.7870425889331734,0.7741393333578946,0.7592374198589272,0.747263500191306,2
0.3253632778795017,0.3484137330691731,0.3207286166002362,0.2372884933006259,0.336125327340707,0.3332326291481339,0.3406053734579897,0.1884988776556339,0.322074265217669,0.3376061640040516,1
0.7265040938150805,0.827625297154311,0.7841500092508346,0.7353951555528897,0.8608467204117423,0.7459102761397541,0.7197610014204292,0.7348790852563833,0.6658251323942006,0.7195824922543945,2
0.3769622221418686,0.3203161564157453,0.3372467331864445,0.3262108065303661,0.2604023482293763,0.3813607548815916,0.279605203592515,0.295021978285157,0.2956757704393266,0.3329085739562437,1
0.3242063481814135,0.3395388099936668,0.3572777455857066,0.3118703137439838,0.2433474672983237,0.2973391895232532,0.3515548328756167,0.3462753600315498,0.2333843849028434,0.3233830560573824,1
0.2441840249943444,0.3141512645151763,0.2033489619963505,0.2186706264622399,0.2605959979182353,0.2960267333179023,0.2691241045670073,0.2795166663412904,0.3048992024844213,0.3248563622753319,1
0.773053920775503,0.6959559061814587,0.7863663048585698,0.689412455212203,0.7145880111610624,0.8453876915879306,0.7340948835192563,0.7336901374736647,0.7439783679089456,0.7788384695301483,2
0.7854275730187431,0.747357257593792,0.7115397313961621,0.7182166417951701,0.798423858498225,0.6933666666916851,0.6623238743178448,0.7203762163664388,0.6700053277039283,0.7571172294232293,2
0.6813245067766879,0.813715159931667,0.6767895264587614,0.7357192940968195,0.92573323124624,0.8247632688810018,0.6160983119434943,0.8074540843155136,0.7429985596525972,0.6917455430597557,2
0.2587800885896278,0.3065603739681152,0.3538630969781359,0.2812628818762759,0.2574249969188253,0.2242354200104739,0.3597278026845792,0.2417963906781326,0.2293820229643953,0.2605715758775904,1
0.7448255632624868,0.6972165606783467,0.7971944415369382,0.7731219181884388,0.67711536263617,0.7422505236352253,0.6508419861134458,0.7552403759800641,0.7287755454438655,0.7109656280108154,2
0.201921659734974,0.3678156080367688,0.2247151500922161,0.3316345374120854,0.3479129027339155,0.2308307440577353,0.2658463472774609,0.300459331836032,0.3726940409069795,0.3724252292980639,1
0.2704215423350561,0.2492357047806217,0.926182226038182,0.7385874050092067,0.6504033307390374,0.1188602206394904,0.7342092699264949,0.969031787747507,0.0854205904775259,0.1913474637403979,-1
0.1351935920958265,0.1055571299533035,0.8641140811878266,0.0772477836920622,0.3072825329224037,0.2606440172064392,0.8758463395689027,0.7714589996527885,0.3279137472110668,0.7511083686822626,-1
0.3308122504043519,0.3948518054105437,0.2927712442144762,0.2948875109873563,0.2853312283659688,0.3408206440740478,0.2187486387898396,0.391420270558107,0.3103226010398083,0.2861394332854927,1
